Lake George Water Temp 2020,
2020-08-06 23:33:32,73.51
2020-08-07 01:57:54,73.29
2020-08-07 02:14:40,73.18
2020-08-07 03:45:23,73.06
2020-08-07 03:52:01,73.06
2020-08-07 03:55:23,73.06
2020-08-07 07:16:49,72.72
2020-08-07 07:33:36,72.84
2020-08-07 08:07:16,72.72
2020-08-07 08:30:46,72.72
2020-08-07 10:04:47,72.72
2020-08-07 10:11:30,72.72
2020-08-07 12:02:18,73.06
2020-08-07 12:35:52,73.18
2020-08-07 13:36:18,73.4
2020-08-07 14:06:31,73.4
2020-08-07 14:56:56,73.62
2020-08-07 15:50:59,73.85
2020-08-07 19:15:52,73.85
2020-08-07 21:33:39,73.62
2020-08-07 22:27:25,73.51
2020-08-07 22:57:44,73.51
2020-08-07 23:21:17,73.51
2020-08-07 23:28:00,73.51
2020-08-07 23:41:26,73.4
2020-08-07 23:48:08,73.4
2020-08-08 00:15:03,73.4
2020-08-08 02:15:57,73.29
2020-08-08 02:36:06,73.29
2020-08-08 04:13:27,73.18
2020-08-08 04:16:49,73.18
2020-08-08 06:00:54,73.06
2020-08-08 11:13:13,73.85
2020-08-08 12:13:42,74.19
2020-08-08 12:23:46,74.3
2020-08-08 12:33:51,74.41
2020-08-08 15:41:52,75.09
2020-08-08 18:36:29,74.75
2020-08-08 18:49:54,74.75
2020-08-08 19:13:26,74.75
2020-08-08 19:20:08,74.75
2020-08-08 19:30:13,74.86
2020-08-08 19:50:22,74.86
2020-08-08 21:00:57,74.64
2020-08-08 22:01:29,74.64
2020-08-08 22:04:50,74.64
2020-08-08 22:41:46,74.53
2020-08-09 00:52:55,74.53
2020-08-09 00:59:37,74.41
2020-08-09 01:02:59,74.41
2020-08-09 03:20:38,74.3
2020-08-09 04:07:38,74.19
2020-08-09 05:14:47,74.19
2020-08-09 05:58:26,74.07
2020-08-09 07:52:34,74.07
2020-08-09 09:29:55,74.07
2020-08-09 13:35:05,75.09
2020-08-09 13:55:13,75.2
2020-08-09 14:01:56,75.2
2020-08-09 15:36:00,75.43
2020-08-09 15:52:44,75.54
2020-08-09 16:56:31,75.65
2020-08-09 18:00:18,75.76
2020-08-09 18:33:53,75.76
2020-08-09 20:21:18,75.54
2020-08-09 20:48:10,75.65
2020-08-09 20:54:52,74.97
2020-08-09 21:08:18,75.31
2020-08-09 21:35:13,74.75
2020-08-09 22:25:34,74.97
2020-08-09 23:12:35,75.09
2020-08-09 23:22:39,74.97
2020-08-10 02:54:11,74.53
2020-08-10 03:04:15,74.53
2020-08-10 04:44:58,74.3
2020-08-10 05:25:14,74.19
2020-08-10 06:15:36,74.07
2020-08-10 06:29:01,74.07
2020-08-10 07:39:31,73.96
2020-08-10 08:06:23,73.96
2020-08-10 08:50:02,73.96
2020-08-10 09:10:12,73.96
2020-08-10 10:10:40,74.07
2020-08-10 10:34:11,74.3
2020-08-10 10:37:31,74.3
2020-08-10 10:47:35,74.3
2020-08-10 11:14:27,74.41
2020-08-10 12:58:32,74.97
2020-08-10 14:05:41,75.2
2020-08-10 14:12:24,75.09
2020-08-10 18:27:35,75.43
2020-08-10 19:17:57,75.43
2020-08-10 19:24:40,75.43
2020-08-10 21:08:47,75.43
2020-08-10 22:09:13,75.2
2020-08-11 00:30:13,74.97
2020-08-11 05:29:08,74.75
2020-08-11 06:56:26,74.64
2020-08-11 09:14:04,74.86
2020-08-11 09:34:12,74.86
2020-08-11 10:44:43,75.09
2020-08-11 12:38:55,75.54
2020-08-11 12:48:59,75.65
2020-08-11 13:05:46,75.65
2020-08-11 14:09:33,75.76
2020-08-11 14:49:51,75.65
2020-08-11 15:40:12,75.87
2020-08-11 16:23:51,75.31
2020-08-11 16:27:12,75.54
2020-08-11 17:31:03,75.31
2020-08-11 17:44:29,75.09
2020-08-11 18:01:16,74.86
2020-08-11 18:08:03,74.86
2020-08-11 19:18:33,75.09
2020-08-11 19:38:41,75.2
2020-08-11 19:58:50,75.31
2020-08-11 20:02:12,75.31
2020-08-11 21:22:49,75.31
2020-08-11 23:30:24,75.09
2020-08-11 23:47:10,74.75
2020-08-12 02:11:33,74.3
2020-08-12 06:36:47,73.96
2020-08-12 09:31:21,73.85
2020-08-12 11:15:26,74.19
2020-08-12 11:52:22,74.64
2020-08-12 12:49:26,74.97
2020-08-12 13:09:35,74.97
2020-08-12 13:26:22,75.09
2020-08-12 15:30:41,75.87
2020-08-12 16:07:37,75.99
2020-08-12 18:01:46,76.55
2020-08-12 20:49:38,76.32
2020-08-12 21:23:12,76.21
2020-08-12 22:50:40,75.99
2020-08-12 23:07:26,75.99
2020-08-12 23:20:52,75.99
2020-08-12 23:57:53,75.76
2020-08-13 00:24:47,75.76
2020-08-13 01:38:39,75.65
2020-08-13 03:50:03,75.31
2020-08-13 03:56:45,75.31
2020-08-13 06:31:15,75.09
2020-08-13 07:01:28,75.09
2020-08-13 07:35:02,75.09
2020-08-13 07:41:49,75.09
2020-08-13 08:08:46,75.09
2020-08-13 10:06:22,75.2
2020-08-13 10:23:09,75.31
2020-08-13 10:36:40,75.31
2020-08-13 11:03:34,75.65
2020-08-13 11:20:19,75.65
2020-08-13 11:30:23,75.65
2020-08-13 11:50:31,75.76
2020-08-13 12:47:36,76.21
2020-08-13 13:31:15,76.55
2020-08-13 13:51:23,76.55
2020-08-13 15:28:45,77
2020-08-13 15:52:15,77.11
2020-08-13 18:43:32,77.34
2020-08-13 19:23:50,77.22
2020-08-13 20:20:55,77.11
2020-08-13 20:37:45,77.11
2020-08-13 20:44:28,77.11
2020-08-13 22:08:24,76.78
2020-08-13 22:55:24,76.78
2020-08-13 23:55:52,76.66
2020-08-14 00:16:00,76.55
2020-08-14 00:49:35,76.55
2020-08-14 03:44:10,76.1
2020-08-14 04:31:10,75.99
2020-08-14 04:58:01,75.99
2020-08-14 07:15:39,75.87
2020-08-14 08:36:13,75.99
2020-08-14 08:59:43,75.87
2020-08-14 11:50:57,76.21
2020-08-14 11:54:18,76.32
2020-08-14 12:44:39,76.44
2020-08-14 12:58:05,76.44
2020-08-14 13:41:44,76.66
2020-08-14 14:18:39,76.89
2020-08-14 14:22:01,76.89
2020-08-14 14:25:22,76.89
2020-08-14 14:38:48,76.89
2020-08-14 15:09:01,77
2020-08-14 15:32:31,77
2020-08-14 16:16:09,77.11
2020-08-14 18:33:52,77.11
2020-08-14 19:24:13,77.11
2020-08-14 19:54:26,77
2020-08-14 21:11:40,76.78
2020-08-14 21:25:05,76.78
2020-08-14 22:42:19,76.66
2020-08-14 23:02:27,76.66
2020-08-15 00:46:37,76.44
2020-08-15 00:53:21,76.32
2020-08-15 01:06:46,76.44
2020-08-15 03:07:38,76.21
2020-08-15 06:15:39,75.76
2020-08-15 06:32:25,75.76
2020-08-15 07:36:12,75.65
2020-08-15 08:03:04,75.76
2020-08-15 09:00:08,75.76
2020-08-15 10:24:07,76.1
2020-08-15 10:50:58,76.1
2020-08-15 12:04:50,76.55
2020-08-15 13:08:37,77.11
2020-08-15 16:03:15,77.79
2020-08-15 16:50:14,77.9
2020-08-15 16:56:57,77.9
2020-08-15 18:24:14,77.79
2020-08-15 18:41:01,77.68
2020-08-15 18:44:23,77.79
2020-08-15 21:18:49,77.34
2020-08-15 22:32:40,77
2020-08-16 00:26:49,76.78
2020-08-16 00:33:31,76.78
2020-08-16 03:04:37,76.32
2020-08-16 04:05:03,76.21
2020-08-16 04:15:06,76.32
2020-08-16 05:15:32,76.1
2020-08-16 05:35:40,75.99
2020-08-16 06:52:53,76.1
2020-08-16 08:13:27,75.99
2020-08-16 09:00:27,75.99
2020-08-16 09:17:15,75.87
2020-08-16 09:27:19,75.99
2020-08-16 09:50:49,76.1
2020-08-16 10:41:11,76.21
2020-08-16 11:11:24,76.32
2020-08-16 13:05:32,76.44
2020-08-16 14:46:15,76.44
2020-08-16 16:06:49,76.55
2020-08-16 18:04:23,76.55
2020-08-16 19:51:49,76.44
2020-08-16 20:15:19,76.44
2020-08-16 22:22:58,76.1
2020-08-17 00:30:35,75.76
2020-08-17 01:00:49,75.76
2020-08-17 01:10:53,75.76
2020-08-17 02:18:03,75.54
2020-08-17 04:12:14,75.31
2020-08-17 06:29:54,75.09
2020-08-17 07:27:00,75.31
2020-08-17 07:33:42,75.31
2020-08-17 07:53:51,75.2
2020-08-17 09:48:03,75.43
2020-08-17 10:01:29,75.43
2020-08-17 10:18:16,75.43
2020-08-17 10:55:14,75.54
2020-08-17 11:42:15,75.65
2020-08-17 13:22:59,75.87
2020-08-17 14:06:39,76.1
2020-08-17 15:44:04,76.1
2020-08-17 15:50:47,76.1
2020-08-17 16:17:40,76.1
2020-08-17 17:04:40,76.1
2020-08-17 17:08:02,76.21
2020-08-17 18:01:46,76.1
2020-08-17 18:42:10,76.1
2020-08-17 18:48:53,76.1
2020-08-17 19:52:41,76.1
2020-08-17 19:56:02,75.99
2020-08-17 20:02:45,76.1
2020-08-17 20:59:51,75.99
2020-08-17 23:44:24,75.65
2020-08-18 00:31:25,75.54
2020-08-18 00:48:11,75.54
2020-08-18 01:11:42,75.54
2020-08-18 02:39:01,75.43
2020-08-18 04:26:29,75.2
2020-08-18 05:16:51,75.2
2020-08-18 06:20:39,75.09
2020-08-18 07:21:06,75.09
2020-08-18 07:31:10,75.09
2020-08-18 07:34:32,74.97
2020-08-18 08:24:55,75.09
2020-08-18 08:31:38,75.09
2020-08-18 08:41:42,75.09
2020-08-18 09:11:56,75.09
2020-08-18 10:12:23,75.2
2020-08-18 12:33:26,75.43
2020-08-18 13:10:22,75.54
2020-08-18 14:41:02,75.87
2020-08-18 15:31:24,76.1
2020-08-18 16:35:12,75.99
2020-08-18 16:52:00,76.1
2020-08-18 17:39:01,76.21
2020-08-18 17:49:05,76.21
2020-08-18 19:09:42,76.32
2020-08-18 20:26:56,76.21
2020-08-18 21:10:36,75.99
2020-08-18 21:47:32,75.87
2020-08-18 21:50:53,75.87
2020-08-19 00:55:36,75.43
2020-08-19 03:00:05,75.2
2020-08-19 06:11:22,74.75
2020-08-19 07:18:31,74.75
2020-08-19 07:21:52,74.75
2020-08-19 07:31:57,74.86
2020-08-19 07:35:18,74.75
2020-08-19 08:22:22,74.86
2020-08-19 08:35:49,74.75
2020-08-19 10:06:28,74.97
2020-08-19 12:27:32,75.09
2020-08-19 12:30:54,75.09
2020-08-19 13:31:20,75.2
2020-08-19 13:34:41,75.2
2020-08-19 13:58:12,75.31
2020-08-19 16:09:11,75.54
2020-08-19 16:15:53,75.54
2020-08-19 16:29:19,75.54
2020-08-19 16:56:11,75.43
2020-08-19 19:10:31,75.31
2020-08-19 19:17:14,75.31
2020-08-19 19:20:35,75.43
2020-08-19 19:50:48,75.31
2020-08-19 19:54:10,75.2
2020-08-19 20:34:28,75.2
2020-08-19 20:41:11,75.09
2020-08-19 21:28:12,74.97
2020-08-20 00:29:33,74.53
2020-08-20 03:00:41,74.19
2020-08-20 03:17:27,74.19
2020-08-20 03:37:37,74.19
2020-08-20 04:38:25,73.96
2020-08-20 05:25:05,73.96
2020-08-20 05:31:47,73.85
2020-08-20 06:15:27,73.85
2020-08-20 07:09:10,73.74
2020-08-20 07:59:33,73.62
2020-08-20 11:14:22,74.3
2020-08-20 11:24:25,74.3
2020-08-20 13:52:14,75.2
2020-08-20 14:05:40,75.2
2020-08-20 14:09:01,75.2
2020-08-20 14:22:27,75.31
2020-08-20 14:45:57,75.31
2020-08-20 15:19:32,75.31
2020-08-20 15:29:36,75.31
2020-08-20 15:43:02,75.54
2020-08-20 16:36:46,75.65
2020-08-20 17:33:51,75.54
2020-08-20 17:37:13,75.54
2020-08-20 17:40:34,75.54
2020-08-20 18:00:43,75.54
2020-08-20 18:04:05,75.54
2020-08-20 18:30:57,75.43
2020-08-20 18:37:40,75.54
2020-08-20 18:47:44,75.43
2020-08-20 19:21:22,75.43
2020-08-20 19:34:48,75.31
2020-08-20 20:25:11,75.31
2020-08-20 21:32:21,74.97
2020-08-20 23:39:58,74.64
2020-08-21 00:53:50,74.41
2020-08-21 02:04:21,74.3
2020-08-21 05:25:51,73.96
2020-08-21 06:02:46,73.96
2020-08-21 06:29:39,73.85
2020-08-21 06:56:30,73.96
2020-08-21 08:27:11,73.85
2020-08-21 09:04:08,73.85
2020-08-21 09:41:04,73.85
2020-08-21 11:38:36,74.19
2020-08-21 12:18:54,74.41
2020-08-21 13:02:33,74.53
2020-08-21 13:22:42,74.64
2020-08-21 13:29:25,74.64
2020-08-21 13:32:46,74.64
2020-08-21 14:16:26,74.86
2020-08-21 15:37:02,74.97
2020-08-21 15:47:05,75.09
2020-08-21 15:50:27,75.09
2020-08-21 15:57:10,75.09
2020-08-21 16:24:02,75.09
2020-08-21 16:57:37,75.09
2020-08-21 17:00:58,75.09
2020-08-21 17:07:41,75.09
2020-08-21 17:21:10,75.09
2020-08-21 17:34:36,75.09
2020-08-21 17:37:57,75.09
2020-08-21 17:54:45,74.97
2020-08-21 18:21:37,74.97
2020-08-21 19:22:04,74.86
2020-08-21 19:28:47,74.86
2020-08-21 21:33:03,74.75
2020-08-22 00:04:10,74.41
2020-08-22 03:29:04,74.19
2020-08-22 05:13:09,73.96
2020-08-22 06:50:33,73.96
2020-08-22 09:01:31,73.85
2020-08-22 09:38:27,73.96
2020-08-22 09:48:31,73.96
2020-08-22 10:48:58,74.19
2020-08-22 11:09:07,74.3
2020-08-22 12:19:38,74.53
2020-08-22 12:26:21,74.53
2020-08-22 12:43:08,74.64
2020-08-22 12:46:30,74.75
2020-08-22 12:56:34,74.64
2020-08-22 16:38:13,74.97
2020-08-22 17:55:27,75.31
2020-08-22 18:19:08,75.31
2020-08-22 19:22:51,75.2
2020-08-22 19:43:00,75.2
2020-08-22 19:49:44,75.2
2020-08-22 21:44:09,74.97
2020-08-22 21:47:31,74.97
2020-08-22 21:57:35,74.97
2020-08-22 23:01:24,74.86
2020-08-23 00:25:21,74.75
2020-08-23 02:46:26,74.53
2020-08-23 04:17:06,74.41
2020-08-23 04:43:58,74.3
2020-08-23 06:54:55,74.07
2020-08-23 06:58:16,74.07
2020-08-23 07:25:08,74.07
2020-08-23 07:28:30,74.07
2020-08-23 08:42:23,74.07
2020-08-23 09:02:32,74.19
2020-08-23 09:15:58,74.19
2020-08-23 09:59:37,74.3
2020-08-23 10:43:16,74.41
2020-08-23 11:30:17,74.64
2020-08-23 13:04:20,75.09
2020-08-23 15:48:56,75.54
2020-08-23 17:49:50,75.54
2020-08-23 18:33:29,75.54
2020-08-23 21:11:32,75.2
2020-08-23 22:22:04,74.97
2020-08-23 23:49:22,74.86
2020-08-24 00:06:09,74.86
2020-08-24 00:43:07,74.75
2020-08-24 00:49:49,74.75
2020-08-24 01:50:17,74.64
2020-08-24 04:38:10,74.41
2020-08-24 05:21:49,74.3
2020-08-24 05:28:32,74.3
2020-08-24 06:35:48,74.19
2020-08-24 07:29:32,74.07
2020-08-24 08:50:08,74.19
2020-08-24 09:43:51,74.3
2020-08-24 10:24:09,74.53
2020-08-24 11:34:41,74.97
2020-08-24 11:44:45,74.97
2020-08-24 12:04:53,75.09
2020-08-24 12:14:58,75.2
2020-08-24 13:08:43,75.43
2020-08-24 13:28:55,75.43
2020-08-24 13:49:04,75.43
2020-08-24 14:49:31,75.43
2020-08-24 15:13:01,75.43
2020-08-24 15:19:44,75.43
2020-08-24 16:03:23,75.65
2020-08-24 17:07:12,75.43
2020-08-24 17:23:59,75.43
2020-08-24 18:34:31,75.43
2020-08-24 18:47:57,75.31
2020-08-24 18:51:18,75.2
2020-08-24 19:21:35,75.2
2020-08-24 19:38:22,75.2
2020-08-24 20:01:53,75.2
2020-08-25 06:13:21,74.3
2020-08-25 06:16:43,74.3
2020-08-25 07:07:05,74.3
2020-08-25 07:47:24,74.19
2020-08-25 10:21:59,74.3
2020-08-25 11:12:21,74.41
2020-08-25 14:00:20,75.2
2020-08-25 14:17:07,75.43
2020-08-25 14:33:55,75.43
2020-08-25 15:07:30,75.54
2020-08-25 15:47:48,75.54
2020-08-25 16:21:23,75.65
2020-08-25 16:48:14,75.65
2020-08-25 17:25:12,75.65
2020-08-25 17:38:37,75.54
2020-08-25 18:15:33,75.54
2020-08-25 18:18:55,75.54
2020-08-25 18:32:21,75.54
2020-08-25 20:16:27,75.2
2020-08-25 20:36:36,75.2
2020-08-25 21:30:19,74.97
2020-08-25 22:20:42,74.75
2020-08-25 22:24:03,74.75
2020-08-25 22:37:29,74.75
2020-08-26 00:04:50,74.53
2020-08-26 01:05:16,74.3
2020-08-26 01:59:00,74.07
2020-08-26 03:09:31,73.85
2020-08-26 03:39:45,73.85
2020-08-26 03:53:10,73.74
2020-08-26 04:56:59,73.62
2020-08-26 05:33:55,73.51
2020-08-26 06:07:30,73.4
2020-08-26 07:28:09,73.29
2020-08-26 07:44:56,73.4
2020-08-26 10:42:56,73.29
2020-08-26 11:36:39,73.51
2020-08-26 12:13:36,73.62
2020-08-26 12:37:06,73.74
2020-08-26 13:00:36,73.85
2020-08-26 14:11:08,74.19
2020-08-26 16:55:41,74.53
2020-08-26 17:09:07,74.41
2020-08-26 17:19:11,74.41
2020-08-26 17:25:54,74.41
2020-08-26 17:52:46,74.3
2020-08-26 18:39:47,74.19
2020-08-26 19:20:05,74.19
2020-08-26 20:50:46,74.07
2020-08-26 21:31:04,73.85
2020-08-26 23:21:53,73.62
2020-08-26 23:48:45,73.62
2020-08-27 00:18:59,73.51
2020-08-27 00:35:46,73.51
2020-08-27 02:33:18,73.4
2020-08-27 03:53:55,73.18
2020-08-27 04:03:59,73.18
2020-08-27 04:07:21,73.18
2020-08-27 04:14:04,73.18
2020-08-27 05:41:22,73.06
2020-08-27 05:54:49,73.06
2020-08-27 06:21:43,73.06
2020-08-27 06:35:09,73.06
2020-08-27 06:51:57,72.95
2020-08-27 07:02:01,72.95
2020-08-27 07:15:27,72.95
2020-08-27 07:32:15,72.95
2020-08-27 08:02:28,72.95
2020-08-27 08:22:40,72.95
2020-08-27 09:02:58,72.84
2020-08-27 09:33:11,72.84
2020-08-27 11:40:47,72.61
2020-08-27 13:34:59,72.5
2020-08-27 13:41:42,72.61
2020-08-27 14:28:46,72.61
2020-08-27 15:02:17,72.72
2020-08-27 15:15:43,72.61
2020-08-27 15:42:35,72.72
2020-08-27 15:56:01,72.72
2020-08-27 16:06:06,72.72
2020-08-27 16:36:24,72.84
2020-08-27 17:06:37,72.84
2020-08-27 17:57:10,72.72
2020-08-27 18:27:13,72.72
2020-08-27 18:40:38,72.84
2020-08-27 18:54:04,72.84
2020-08-27 19:00:47,72.84
2020-08-27 19:07:30,72.84
2020-08-27 19:17:35,72.84
2020-08-27 20:51:37,72.84
2020-08-27 23:56:20,72.61
2020-08-28 00:40:00,72.61
2020-08-28 00:53:25,72.61
2020-08-28 01:27:00,72.61
2020-08-28 01:30:21,72.61
2020-08-28 02:00:34,72.61
2020-08-28 03:11:06,72.5
2020-08-28 03:54:45,72.5
2020-08-28 04:08:11,72.5
2020-08-28 04:11:32,72.5
2020-08-28 04:21:37,72.5
2020-08-28 06:42:39,72.5
2020-08-28 08:36:50,72.5
2020-08-28 10:00:47,72.5
2020-08-28 10:14:13,72.61
2020-08-28 10:27:39,72.61
2020-08-28 11:18:02,72.72
2020-08-28 11:24:44,72.72
2020-08-28 12:01:41,72.84
2020-08-28 12:15:06,72.84
2020-08-28 12:41:59,72.95
2020-08-28 12:55:24,73.06
2020-08-28 12:58:45,72.95
2020-08-28 13:59:12,73.18
2020-08-28 14:02:34,73.18
2020-08-28 14:42:51,73.29
2020-08-28 15:39:56,73.51
2020-08-28 16:03:26,73.62
2020-08-28 16:20:13,73.62
2020-08-28 16:33:39,73.74
2020-08-28 17:24:05,73.74
2020-08-28 17:27:26,73.74
2020-08-28 17:44:14,73.74
2020-08-28 17:47:35,73.74
2020-08-28 18:04:23,73.85
2020-08-28 19:04:50,73.85
2020-08-28 19:38:25,73.74
2020-08-28 21:22:32,73.51
2020-08-28 22:49:51,73.4
2020-08-29 00:33:57,73.18
2020-08-29 00:54:05,73.18
2020-08-29 01:47:49,73.06
2020-08-29 04:12:13,72.84
2020-08-29 04:49:09,72.84
2020-08-29 06:26:33,72.72
2020-08-29 06:53:24,72.84
2020-08-29 07:30:22,72.72
2020-08-29 10:08:12,72.72
2020-08-29 10:11:33,72.72
2020-08-29 10:35:03,72.72
2020-08-29 10:45:08,72.72
2020-08-29 13:49:53,72.84
2020-08-29 14:50:19,72.95
2020-08-29 15:54:07,73.4
2020-08-29 17:44:57,73.29
2020-08-29 18:01:44,73.4
2020-08-29 18:11:48,73.29
2020-08-29 18:38:41,73.29
2020-08-29 19:22:20,73.29
2020-08-29 21:19:52,73.18
2020-08-29 23:17:24,72.95
2020-08-29 23:34:12,72.95
2020-08-30 00:04:25,72.84
2020-08-30 00:34:39,72.84
2020-08-30 00:54:48,72.72
2020-08-30 01:45:11,72.72
2020-08-30 02:55:41,72.61
2020-08-30 02:59:03,72.61
2020-08-30 06:30:38,72.28
2020-08-30 07:47:52,72.28
2020-08-30 07:54:34,72.28
2020-08-30 10:29:02,72.05
2020-08-30 11:05:59,71.94
2020-08-30 11:39:34,71.94
2020-08-30 13:30:28,72.16
2020-08-30 14:10:49,72.39
2020-08-30 14:24:15,72.39
2020-08-30 16:01:39,72.61
2020-08-30 17:05:28,72.72
2020-08-30 17:25:36,72.72
2020-08-30 17:28:58,72.72
2020-08-30 18:29:25,72.61
2020-08-30 18:32:47,72.61
2020-08-30 18:46:12,72.5
2020-08-30 21:34:07,72.16
2020-08-30 22:17:46,72.16
2020-08-30 23:01:30,72.05
2020-08-30 23:55:13,72.05
2020-08-31 02:26:20,71.6
2020-08-31 02:49:50,71.6
2020-08-31 04:03:55,71.6
2020-08-31 09:02:34,71.26
2020-08-31 09:09:17,71.26
2020-08-31 09:29:26,71.26
2020-08-31 11:17:21,71.71
2020-08-31 11:53:50,71.94
2020-08-31 12:50:55,72.28
2020-08-31 13:04:21,72.39
2020-08-31 14:28:21,72.61
2020-08-31 14:45:10,72.61
2020-08-31 15:22:06,72.72
2020-08-31 15:45:36,72.61
2020-08-31 15:52:19,72.61
2020-08-31 17:39:47,72.61
2020-08-31 20:31:03,72.39
2020-08-31 21:31:30,72.16
2020-08-31 21:48:18,72.16
2020-08-31 23:22:19,71.94
